"gene_name","gene_biotype","X","Pathway","Pvalue","FDR","s","Rs","PVal","adj.P.Val","sign_Rs0.5"
"A4GALT","protein_coding",215985,"TNF_Family_Members_Receptors",0.001,0.000711764546676316,1260.7154826003,0.56898615979477,0.00241074472651522,0.574051001606494,"Positive"
"ACAP1","protein_coding",121207,"Interleukins_Receptor",0.003,0.00196300396935642,1024.67513037294,0.649683716111817,0.000327249935199583,0.651102579528899,"Positive"
"ACAP1","protein_coding",181207,"TGFb_Family_Member_Receptor",0.001,0.000711764546676316,1024.67513037294,0.649683716111817,0.000327249935199583,0.651102579528899,"Positive"
"ADA2","protein_coding",1997,"Antigen_Processing_and_Presentation",0.006,0.00367821015950396,1457.7491664511,0.501624216597913,0.00900433855805405,0.513287041017101,"Positive"
"ADAM10","protein_coding",187526,"TGFb_Family_Member_Receptor",0.002,0.00135387729637934,798.636487985716,0.726961884449328,2.58492260914623e-05,0.727213120744996,"Positive"
"ADPGK","protein_coding",205296,"TNF_Family_Members",0.004,0.00255025827913537,885.651363594956,0.697213209027366,7.52765975075855e-05,0.697695286080652,"Positive"
"AFF1","protein_coding",148252,"NaturalKiller_Cell_Cytotoxicity",0.007,0.00422247425179581,1450.747969563,0.504017788183588,0.00863025712524901,0.51541390199093,"Positive"
"AGT","protein_coding",187114,"TGFb_Family_Member_Receptor",0.002,0.00135387729637934,4548.27750705512,-0.554966669078673,0.00329020999253751,-485.647460250265,"Negative"
"AGT","protein_coding",217114,"TNF_Family_Members_Receptors",0.002,0.00135387729637934,4548.27750705512,-0.554966669078673,0.00329020999253751,-485.647460250265,"Negative"
"AGT","protein_coding",127114,"Interleukins_Receptor",0.004,0.00255025827913537,4548.27750705512,-0.554966669078673,0.00329020999253751,-485.647460250265,"Negative"
"AHNAK","protein_coding",35591,"BCRSignalingPathway",0.005,0.0031215973069387,1156.69770026282,0.604547794781943,0.00106740671290128,0.607615827608903,"Positive"
"AICDA","protein_coding",3945,"Antigen_Processing_and_Presentation",0.007,0.00422247425179581,1302.1555087725,0.554818629479486,0.00325393695828565,0.560975661239348,"Positive"
"AICDA","protein_coding",108945,"Interleukins",0.004,0.00255025827913537,1302.1555087725,0.554818629479486,0.00325393695828565,0.560975661239348,"Positive"
"AICDA","protein_coding",18945,"Antimicrobials",0.001,0.000711764546676316,1302.1555087725,0.554818629479486,0.00325393695828565,0.560975661239348,"Positive"
